route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
006-183,2003-Ross-Sunday-17,25520-1597900,Outbound-(OP)-SPRING HILL TO NORTHVIEW HEIGHTS-SUMMER HILL,0,006 -014,0060093
015-183,2003-Ross-Sunday-17,25642-1597901,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -065,0150100
015-183,2003-Ross-Sunday-17,25644-1597902,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -066,0150100
015-183,2003-Ross-Sunday-17,25645-1597901,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -065,0150100
015-183,2003-Ross-Sunday-17,25647-1597902,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -066,0150100
015-183,2003-Ross-Sunday-17,25648-1597999,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -067,0150100
015-183,2003-Ross-Sunday-17,25650-1597902,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -066,0150100
015-183,2003-Ross-Sunday-17,25652-1597946,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -068,0150100
015-183,2003-Ross-Sunday-17,25653-1597989,Inbound-(IP)-CHARLES TO DOWNTOWN,1,006 -015,0150100
015-183,2003-Ross-Sunday-17,25655-1597946,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -068,0150100
015-183,2003-Ross-Sunday-17,25657-1597999,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -067,0150100
015-183,2003-Ross-Sunday-17,25658-1597946,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -068,0150100
015-183,2003-Ross-Sunday-17,25660-1598005,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -069,0150100
015-183,2003-Ross-Sunday-17,25661-1597991,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -070,0150100
015-183,2003-Ross-Sunday-17,25663-1598005,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -069,0150100
015-183,2003-Ross-Sunday-17,25665-1597991,Inbound-(IP)-CHARLES TO DOWNTOWN,1,015 -070,0150100
015-183,2003-Ross-Sunday-17,25666-1598009,Inbound-(IP)-CHARLES TO DOWNTOWN,1,006 -017,0150100
015-183,2003-Ross-Sunday-17,25523-1597901,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -065,0150096
015-183,2003-Ross-Sunday-17,25526-1597902,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -066,0150096
015-183,2003-Ross-Sunday-17,25529-1597999,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -067,0150096
015-183,2003-Ross-Sunday-17,25533-1597902,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -066,0150096
015-183,2003-Ross-Sunday-17,25539-1597946,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -068,0150096
015-183,2003-Ross-Sunday-17,25543-1597989,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,006 -015,0150096
015-183,2003-Ross-Sunday-17,25546-1597946,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -068,0150096
015-183,2003-Ross-Sunday-17,25551-1597999,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -067,0150096
015-183,2003-Ross-Sunday-17,25555-1597946,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -068,0150096
015-183,2003-Ross-Sunday-17,25560-1598005,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -069,0150096
015-183,2003-Ross-Sunday-17,25565-1597991,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -070,0150096
015-183,2003-Ross-Sunday-17,25569-1598005,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -069,0150096
015-183,2003-Ross-Sunday-17,25573-1597991,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -070,0150096
015-183,2003-Ross-Sunday-17,25578-1598009,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,006 -017,0150096
015-183,2003-Ross-Sunday-17,25581-1597991,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,015 -070,0150096
015-183,2003-Ross-Sunday-17,25583-1597952,Outbound-(OD)-CHARLES TO NORTHVIEW HEIGHTS-SUMMER HILL,0,006 -016,0150096
008-183,2003-Ross-Sunday-17,25639-1597981,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,013 -055,0080136
008-183,2003-Ross-Sunday-17,25335-1597919,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,013 -047,0080134
008-183,2003-Ross-Sunday-17,25337-1597920,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -021,0080134
008-183,2003-Ross-Sunday-17,25338-1597918,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -019,0080134
008-183,2003-Ross-Sunday-17,25340-1597922,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -020,0080134
008-183,2003-Ross-Sunday-17,25342-1597918,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -019,0080134
008-183,2003-Ross-Sunday-17,25344-1597922,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -020,0080134
008-183,2003-Ross-Sunday-17,25346-1597948,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -022,0080134
008-183,2003-Ross-Sunday-17,25348-1597947,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -023,0080134
008-183,2003-Ross-Sunday-17,25350-1597948,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -022,0080134
008-183,2003-Ross-Sunday-17,25352-1597947,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -023,0080134
008-183,2003-Ross-Sunday-17,25354-1597948,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -022,0080134
008-183,2003-Ross-Sunday-17,25356-1597947,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -023,0080134
008-183,2003-Ross-Sunday-17,25357-1597980,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,013 -050,0080134
008-183,2003-Ross-Sunday-17,25359-1597923,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -024,0080134
008-183,2003-Ross-Sunday-17,25361-1597921,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -025,0080134
008-183,2003-Ross-Sunday-17,25363-1597923,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -024,0080134
008-183,2003-Ross-Sunday-17,25365-1597921,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -025,0080134
008-183,2003-Ross-Sunday-17,25367-1597923,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -024,0080134
008-183,2003-Ross-Sunday-17,25369-1597921,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -025,0080134
008-183,2003-Ross-Sunday-17,25371-1597955,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -026,0080134
008-183,2003-Ross-Sunday-17,25373-1597957,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,013 -056,0080134
008-183,2003-Ross-Sunday-17,25374-1597955,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,008 -026,0080134
008-183,2003-Ross-Sunday-17,25376-1597981,Inbound-(ID)-PERRYSVILLE TO DOWNTOWN,1,013 -055,0080134
008-183,2003-Ross-Sunday-17,25617-1597919,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,013 -047,0080135
008-183,2003-Ross-Sunday-17,25618-1597920,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -021,0080136
008-183,2003-Ross-Sunday-17,25619-1597918,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -019,0080135
008-183,2003-Ross-Sunday-17,25620-1597922,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -020,0080135
008-183,2003-Ross-Sunday-17,25621-1597918,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -019,0080136
008-183,2003-Ross-Sunday-17,25622-1597922,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -020,0080136
008-183,2003-Ross-Sunday-17,25623-1597948,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -022,0080135
008-183,2003-Ross-Sunday-17,25624-1597947,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -023,0080135
008-183,2003-Ross-Sunday-17,25625-1597948,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -022,0080135
008-183,2003-Ross-Sunday-17,25626-1597947,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -023,0080135
008-183,2003-Ross-Sunday-17,25627-1597948,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -022,0080136
008-183,2003-Ross-Sunday-17,25628-1597947,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -023,0080136
008-183,2003-Ross-Sunday-17,25629-1597980,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,013 -050,0080136
008-183,2003-Ross-Sunday-17,25630-1597923,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -024,0080135
008-183,2003-Ross-Sunday-17,25631-1597921,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -025,0080135
008-183,2003-Ross-Sunday-17,25632-1597923,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -024,0080135
008-183,2003-Ross-Sunday-17,25633-1597921,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -025,0080135
008-183,2003-Ross-Sunday-17,25634-1597923,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -024,0080136
008-183,2003-Ross-Sunday-17,25635-1597921,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -025,0080136
008-183,2003-Ross-Sunday-17,25636-1597955,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,008 -026,0080135
008-183,2003-Ross-Sunday-17,25637-1597957,Outbound-(OP)-PERRYSVILLE TO WEST VIEW,0,013 -056,0080135
008-183,2003-Ross-Sunday-17,25638-1597955,Outbound-(OV)-PERRYSVILLE TO WEST VIEW,0,008 -026,0080136
011-183,2003-Ross-Sunday-17,25608-1597899,Inbound-(IZ)-FINEVIEW TO DOWNTOWN,1,011 -027,0110030
011-183,2003-Ross-Sunday-17,25527-1597899,Outbound-(OP)-FINEVIEW TO DOWNTOWN,0,011 -027,0110049
054-183,2003-Ross-Sunday-17,25681-1597956,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -109,0540197
054-183,2003-Ross-Sunday-17,25411-1597992,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -111,0540201
054-183,2003-Ross-Sunday-17,25695-1598010,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -108,0540196
054-183,2003-Ross-Sunday-17,25409-1597986,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -110,0540199
054-183,2003-Ross-Sunday-17,25407-1597956,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -109,0540201
054-183,2003-Ross-Sunday-17,25680-1598013,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -107,0540197
054-183,2003-Ross-Sunday-17,25405-1598010,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -108,0540199
054-183,2003-Ross-Sunday-17,25694-1597982,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -106,0540196
054-183,2003-Ross-Sunday-17,25404-1598013,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -107,0540201
054-183,2003-Ross-Sunday-17,25679-1598010,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -108,0540197
054-183,2003-Ross-Sunday-17,25403-1597982,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -106,0540199
054-183,2003-Ross-Sunday-17,25693-1598013,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -107,0540196
054-183,2003-Ross-Sunday-17,25402-1598010,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -108,0540201
054-183,2003-Ross-Sunday-17,25678-1597982,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -106,0540197
054-183,2003-Ross-Sunday-17,25400-1598013,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -107,0540199
054-183,2003-Ross-Sunday-17,25692-1597940,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -105,0540196
054-183,2003-Ross-Sunday-17,25677-1598012,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -103,0540197
054-183,2003-Ross-Sunday-17,25398-1597982,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -106,0540201
054-183,2003-Ross-Sunday-17,25691-1597927,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -104,0540196
054-183,2003-Ross-Sunday-17,25396-1597940,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -105,0540199
054-183,2003-Ross-Sunday-17,25394-1598012,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -103,0540201
054-183,2003-Ross-Sunday-17,25676-1597939,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -102,0540197
054-183,2003-Ross-Sunday-17,25393-1597927,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -104,0540199
054-183,2003-Ross-Sunday-17,25690-1598012,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -103,0540196
054-183,2003-Ross-Sunday-17,25391-1597939,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -102,0540201
054-183,2003-Ross-Sunday-17,25675-1597925,Inbound-(IE)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -101,0540197
054-183,2003-Ross-Sunday-17,25389-1597996,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -099,0540199
054-183,2003-Ross-Sunday-17,25688-1598004,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -100,0540196
054-183,2003-Ross-Sunday-17,25388-1597925,Outbound-(OD)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -101,0540201
054-183,2003-Ross-Sunday-17,25465-1597996,Inbound-(ID)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -099,0540198
054-183,2003-Ross-Sunday-17,25386-1598004,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -100,0540199
054-183,2003-Ross-Sunday-17,25687-1597961,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -098,0540196
054-183,2003-Ross-Sunday-17,25464-1597910,Inbound-(ID)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -096,0540198
054-183,2003-Ross-Sunday-17,25384-1597996,Outbound-(OE)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -099,0540200
054-183,2003-Ross-Sunday-17,25383-1597961,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -098,0540199
054-183,2003-Ross-Sunday-17,25686-1597996,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -099,0540196
054-183,2003-Ross-Sunday-17,25463-1597961,Inbound-(ID)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -098,0540198
054-183,2003-Ross-Sunday-17,25382-1597910,Outbound-(OE)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -096,0540200
054-183,2003-Ross-Sunday-17,25381-1597909,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -097,0540199
054-183,2003-Ross-Sunday-17,25684-1597910,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -096,0540196
054-183,2003-Ross-Sunday-17,25380-1597961,Outbound-(OE)-OAKLAND-SOUTH SIDE BON AIR VIA POLISH HILL,0,054 -098,0540200
054-183,2003-Ross-Sunday-17,25462-1597909,Inbound-(ID)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA POLISH HILL,1,054 -097,0540198
054-183,2003-Ross-Sunday-17,25378-1597910,Outbound-(OC)-OAKLAND-SOUTH SIDE SOUTH HILLS JCT VIA PENN AV-MAIN ST,0,054 -096,0540199
054-183,2003-Ross-Sunday-17,25683-1597911,Inbound-(IC)-OAKLAND-NORTH SIDE ALLEGHENY CENTER VIA PENN AV-MAIN ST,1,054 -095,0540196
001-183,2003-Ross-Sunday-17,25522-1597912,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -001,0010131
001-183,2003-Ross-Sunday-17,25525-1597913,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -002,0010131
001-183,2003-Ross-Sunday-17,25530-1597914,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -003,0010131
001-183,2003-Ross-Sunday-17,25537-1597926,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -004,0010131
001-183,2003-Ross-Sunday-17,25544-1597928,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -005,0010131
001-183,2003-Ross-Sunday-17,25549-1597935,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -006,0010131
001-183,2003-Ross-Sunday-17,25556-1597934,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -007,0010131
001-183,2003-Ross-Sunday-17,25563-1597931,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -008,0010131
001-183,2003-Ross-Sunday-17,25570-1597941,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -009,0010131
001-183,2003-Ross-Sunday-17,25575-1597936,Outbound-(O)-FREEPORT ROAD TO TARENTUM,0,001 -010,0010131
001-183,2003-Ross-Sunday-17,25580-1597931,Outbound-(OT)-FREEPORT ROAD TO TARENTUM,0,001 -008,0010132
001-183,2003-Ross-Sunday-17,25584-1597941,Outbound-(OT)-FREEPORT ROAD TO TARENTUM,0,001 -009,0010132
001-183,2003-Ross-Sunday-17,25586-1597936,Outbound-(OT)-FREEPORT ROAD TO TARENTUM,0,001 -010,0010132
001-183,2003-Ross-Sunday-17,25697-1597912,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -001,0010128
001-183,2003-Ross-Sunday-17,25698-1597913,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -002,0010128
001-183,2003-Ross-Sunday-17,25699-1597914,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -003,0010128
001-183,2003-Ross-Sunday-17,25700-1597912,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -001,0010128
001-183,2003-Ross-Sunday-17,25701-1597913,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -002,0010128
001-183,2003-Ross-Sunday-17,25702-1597914,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -003,0010128
001-183,2003-Ross-Sunday-17,25703-1597926,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -004,0010128
001-183,2003-Ross-Sunday-17,25704-1597928,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -005,0010128
001-183,2003-Ross-Sunday-17,25705-1597935,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -006,0010128
001-183,2003-Ross-Sunday-17,25706-1597934,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -007,0010128
001-183,2003-Ross-Sunday-17,25707-1597931,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -008,0010128
001-183,2003-Ross-Sunday-17,25708-1597941,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -009,0010128
001-183,2003-Ross-Sunday-17,25709-1597936,Inbound-(I)-FREEPORT ROAD TO DOWNTOWN PITTSBURGH,1,001 -010,0010128
014-183,2003-Ross-Sunday-17,25603-1597965,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -064,0140090
014-183,2003-Ross-Sunday-17,25602-1597985,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -063,0140090
014-183,2003-Ross-Sunday-17,25601-1597964,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -061,0140090
014-183,2003-Ross-Sunday-17,25600-1597984,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -062,0140090
014-183,2003-Ross-Sunday-17,25599-1597964,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -061,0140090
014-183,2003-Ross-Sunday-17,25598-1597983,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -060,0140090
014-183,2003-Ross-Sunday-17,25597-1597969,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -059,0140090
014-183,2003-Ross-Sunday-17,25596-1597983,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -060,0140090
014-183,2003-Ross-Sunday-17,25595-1597969,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -059,0140090
014-183,2003-Ross-Sunday-17,25594-1597898,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -058,0140090
014-183,2003-Ross-Sunday-17,25716-1597969,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -059,0140089
014-183,2003-Ross-Sunday-17,25715-1597983,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -060,0140089
014-183,2003-Ross-Sunday-17,25730-1597965,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -064,0140089
014-183,2003-Ross-Sunday-17,25604-1597985,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -063,0140090
014-183,2003-Ross-Sunday-17,25729-1597985,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -063,0140089
014-183,2003-Ross-Sunday-17,25728-1597965,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -064,0140089
014-183,2003-Ross-Sunday-17,25727-1597985,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -063,0140089
014-183,2003-Ross-Sunday-17,25726-1597965,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -064,0140089
014-183,2003-Ross-Sunday-17,25724-1597985,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -063,0140089
014-183,2003-Ross-Sunday-17,25722-1597964,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -061,0140089
014-183,2003-Ross-Sunday-17,25721-1597984,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -062,0140089
014-183,2003-Ross-Sunday-17,25719-1597964,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -061,0140089
014-183,2003-Ross-Sunday-17,25717-1597983,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -060,0140089
014-183,2003-Ross-Sunday-17,25591-1597897,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -057,0140090
014-183,2003-Ross-Sunday-17,25711-1597898,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -058,0140089
014-183,2003-Ross-Sunday-17,25593-1597897,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -057,0140090
014-183,2003-Ross-Sunday-17,25592-1597898,Inbound-(IN)-OHIO VALLEY TO ALLEGHENY STATION,1,014 -058,0140090
014-183,2003-Ross-Sunday-17,25713-1597969,Outbound-(ON)-OHIO VALLEY TO AMBRIDGE,0,014 -059,0140089
013-183,2003-Ross-Sunday-17,25128-1597918,Outbound-(OD)-BELLEVUE TO WEST VIEW,0,008 -019,0130086
013-183,2003-Ross-Sunday-17,25334-1597918,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,008 -019,0130089
013-183,2003-Ross-Sunday-17,25201-1597957,Outbound-(ON)-BELLEVUE TO WEST VIEW,0,013 -056,0130088
013-183,2003-Ross-Sunday-17,25336-1597922,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,008 -020,0130089
013-183,2003-Ross-Sunday-17,25339-1597919,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -047,0130089
013-183,2003-Ross-Sunday-17,25341-1597929,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -048,0130089
013-183,2003-Ross-Sunday-17,25343-1597943,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -049,0130089
013-183,2003-Ross-Sunday-17,25345-1597929,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -048,0130089
013-183,2003-Ross-Sunday-17,25347-1597943,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -049,0130089
013-183,2003-Ross-Sunday-17,25349-1597929,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -048,0130089
013-183,2003-Ross-Sunday-17,25351-1597943,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -049,0130089
013-183,2003-Ross-Sunday-17,25353-1597980,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -050,0130089
013-183,2003-Ross-Sunday-17,25355-1597963,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -051,0130089
013-183,2003-Ross-Sunday-17,25358-1597953,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -052,0130089
013-183,2003-Ross-Sunday-17,25360-1597949,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -053,0130089
013-183,2003-Ross-Sunday-17,25362-1597953,Inbound-(IW)-BELLEVUE TO DOWNTOWN,1,013 -052,0130089
