OBJECTID,Latitude,Longitude,StopID,Stop_name,Direction,WkdyService,SatService,SunService,Mode,Routes_ser,Community_Name,Community_Type,Full_Label
4322,40.36638,-79.857311,S27340,KENNEDY AVE OPP DELL ST,Both,Yes,Yes,Yes,Bus,"52L, 59",DUQUESNE,CITY,Duquesne
4323,40.368706,-79.854516,S27350,KENNEDY AVE OPP WILMOT ST,Both,Yes,Yes,Yes,Bus,"52L, 59",DUQUESNE,CITY,Duquesne
4324,40.390565,-79.868951,S27380,KENNYWOOD BLVD AT GLENN ST,Inbound,Yes,Yes,Yes,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4325,40.39066,-79.86941,S27390,KENNYWOOD BLVD AT GLENN ST,Outbound,Yes,Yes,Yes,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4326,40.389343,-79.867898,S27400,KENNYWOOD BLVD AT GLENCAIRN ST FS,Inbound,Yes,Yes,Yes,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4327,40.389215,-79.868199,S27410,KENNYWOOD BLVD AT GLENCAIRN ST,Outbound,Yes,No,No,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4328,40.393019,-79.870105,S27450,KENNYWOOD BLVD AT #4000,Inbound,Yes,No,No,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4329,40.393039,-79.870519,S27460,KENNYWOOD BLVD AT #4000,Outbound,Yes,No,No,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4330,40.384928,-79.862996,S27480,KENNYWOOD BLVD AT HOFFMAN BLVD,Outbound,Yes,No,No,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4331,40.402229,-79.881031,S27490,KENNYWOOD BLVD OPP MIFFLIN ST,Inbound,Yes,No,No,Bus,"61C, P7",WHITAKER,BOROUGH,Whitaker Borough
4332,40.401471,-79.880951,S27500,KENNYWOOD BLVD AT MIFFLIN ST,Outbound,Yes,No,No,Bus,"61C, P7",WHITAKER,BOROUGH,Whitaker Borough
4333,40.384952,-79.862446,S27530,KENNYWOOD BLVD OPP HOFFMAN BLVD,Inbound,Yes,No,No,Bus,"61C, P7",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4334,40.382424,-79.868773,S27540,KENNYWOOD MALL DR AT HOFFMAN BLVD,Both,Yes,No,No,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4335,40.383909,-79.868202,S27545,KENNYWOOD MALL FIRE LANE AT GIANT EAGLE,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4336,40.383735,-79.86709,S27546,KENNYWOOD MALL FIRE LANE AT HOLLYWOOD VIDEO,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4337,40.383084,-79.868222,S27547,KENNYWOOD MALL FIRE LANE AT KENNYWOOD MALL MAIN EN,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4338,40.341683,-79.984608,S27560,KNOEDLER RD AT BROWNSVILLE RD,Inbound,Yes,Yes,Yes,Bus,Y47,BALDWIN,BOROUGH,Baldwin Borough
4339,40.34154,-79.984602,S27570,KNOEDLER RD AT BROWNSVILLE RD FS,Outbound,Yes,Yes,Yes,Bus,Y47,BALDWIN,BOROUGH,Baldwin Borough
4340,40.341949,-79.981591,S27590,KNOEDLER RD AT KEEPORT DR,Outbound,Yes,Yes,Yes,Bus,Y47,BALDWIN,BOROUGH,Baldwin Borough
4341,40.341892,-79.983456,S27594,KNOEDLER RD OPP MERRYHEART HOME (#100),Inbound,Yes,Yes,Yes,Bus,Y47,BALDWIN,BOROUGH,Baldwin Borough
4342,40.415164,-79.990677,S27680,KNOX AVE AT ROCHELLE ST,Outbound,Yes,Yes,Yes,Bus,44,KNOXVILLE,HOOD,Knoxville Neighborhood
4343,40.34429,-79.99229,S27705,LAUREL DR AT CURRY RD,Outbound,Yes,Yes,Yes,Bus,Y45,BALDWIN,BOROUGH,Baldwin Borough
4344,40.350118,-79.927326,S27810,LEBANON CHURCH RD AT CAMP HOLLOW RD,Outbound,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4345,40.350429,-79.926712,S27870,LEBANON CHURCH RD AT COUNTY AIRPORT ENTRANCE,Inbound,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4346,40.350467,-79.924741,S27880,LEBANON CHURCH RD AT CURRY HOLLOW RD,Both,Yes,Yes,Yes,Bus,"53, 53L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4347,40.354144,-79.911689,S27900,LEBANON CHURCH RD AT POLK AVE,Inbound,Yes,Yes,Yes,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4348,40.355886,-79.899822,S27990,LEBANON CHURCH RD AT PGH-MCKEESPORT BLVD FS,Inbound,Yes,Yes,Yes,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4349,40.355805,-79.899748,S28000,LEBANON CHURCH RD AT PGH-MCKEESPORT BLVD,Outbound,Yes,Yes,Yes,Bus,"56, 59",DRAVOSBURG,BOROUGH,Dravosburg Borough
4350,40.35371,-79.901524,S28020,LEBANON CHURCH RD AT PLEASANT ST,Inbound,Yes,Yes,No,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4351,40.344929,-79.96114,S28030,LEBANON CHURCH RD AT PLEASANT HILLS BLVD,Inbound,Yes,Yes,No,Bus,"51, Y47",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4352,40.347858,-79.951493,S28050,LEBANON CHURCH RD OPP REGIS AVE,Inbound,Yes,Yes,No,Bus,"51, Y47",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4353,40.347316,-79.952377,S28060,LEBANON CHURCH RD AT REGIS AVE,Outbound,Yes,Yes,No,Bus,"51, Y47",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4354,40.352823,-79.917399,S28080,LEBANON CHURCH RD AT RODEO DR,Both,Yes,Yes,No,Bus,"53, 53L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4355,40.352123,-79.907224,S28150,LEBANON CHURCH RD AT #4220,Outbound,Yes,Yes,No,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4356,40.352284,-79.90317,S28190,LEBANON CHURCH RD AT #4512,Outbound,Yes,Yes,No,Bus,"56, 59",DRAVOSBURG,BOROUGH,Dravosburg Borough
4357,40.353865,-79.915257,S28220,LEBANON CHURCH RD AT VINDALE DR FS,Both,Yes,Yes,No,Bus,"53, 53L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4358,40.352389,-79.906911,S28250,LEBANON CHURCH RD AT WILSON ST,Inbound,Yes,Yes,No,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4359,40.354066,-79.91214,S28300,LEBANON CHURCH RD OPP POLK AVE,Outbound,Yes,Yes,No,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4360,40.34251,-79.96458,S28360,LEBANON CHURCH RD AT OTT DR FS,Outbound,Yes,Yes,No,Bus,"51, Y47",PLEASANT HILLS,BOROUGH,Pleasant Hills Borough
4361,40.35366,-79.901392,S28380,LEBANON CHURCH RD OPP PLEASANT ST,Outbound,Yes,Yes,No,Bus,"56, 59",DRAVOSBURG,BOROUGH,Dravosburg Borough
4362,40.352319,-79.90345,S28470,LEBANON CHURCH RD AT #4513,Inbound,Yes,Yes,No,Bus,"56, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4363,40.362014,-79.932175,S28690,LEBANON RD AT NOBLE DR,Outbound,Yes,Yes,No,Bus,"51, 53L, 55",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4364,40.360814,-79.933145,S28850,LEBANON RD OPP NOBLE DR FS (HARLEY DAVIDSON),Inbound,Yes,Yes,No,Bus,"51, 53L, 55",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4365,40.371695,-79.843903,S29243,LIBRARY PL AT DUQUESNE BLVD,Both,Yes,Yes,No,Bus,"59, 61C",DUQUESNE,CITY,Duquesne
4366,40.371753,-79.844099,S29245,LIBRARY PL AT DUQUESNE BLVD FS,Both,Yes,Yes,No,Bus,"59, 61C, P7",DUQUESNE,CITY,Duquesne
4367,40.371653,-79.844542,S29255,LIBRARY PL AT 1ST ST,Both,Yes,Yes,No,Bus,52L,DUQUESNE,CITY,Duquesne
4368,40.342681,-80.00562,S30210,GARDENVILLE RD OPP BLOSSOM DR,Outbound,Yes,Yes,No,Bus,Y45,BETHEL PARK,MUNICIPALI,Bethel Park Municipality
4369,40.333059,-79.813626,S30240,LONG RUN RD AT COOLSPRINGS RD,Outbound,Yes,Yes,No,Bus,P76,WHITE OAK,BOROUGH,White Oak Borough
4370,40.332681,-79.81357,S30245,LONG RUN RD OPP COOLSPRINGS RD,Inbound,Yes,Yes,No,Bus,P76,WHITE OAK,BOROUGH,White Oak Borough
4371,40.32196,-79.825768,S30255,LONG RUN RD OPP OLD LONG RUN RD NS,Inbound,Yes,Yes,No,Bus,P76,MCKEESPORT,CITY,McKeesport
4372,40.32215,-79.825857,S30257,LONG RUN RD AT OLD LONG RUN RD FS,Outbound,Yes,Yes,No,Bus,P76,MCKEESPORT,CITY,McKeesport
4373,40.335134,-79.811572,S30270,LONG RUN RD AT SUNSET DR,Outbound,Yes,Yes,No,Bus,P76,WHITE OAK,BOROUGH,White Oak Borough
4374,40.334944,-79.811511,S30280,LONG RUN RD OPP SUNSET DR,Inbound,Yes,Yes,No,Bus,P76,WHITE OAK,BOROUGH,White Oak Borough
4375,40.352621,-79.84813,S30580,LYSLE BLVD AT 5TH AVE,Both,Yes,Yes,No,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4376,40.352849,-79.8483,S30590,LYSLE BLVD OPP 5TH AVE,Both,Yes,Yes,No,Bus,"55, 56, 59, 61C, P7",MCKEESPORT,CITY,McKeesport
4377,40.352525,-79.852911,S30600,LYSLE BLVD AT CENTER ST,Both,Yes,Yes,No,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4378,40.3522,-79.853462,S30610,LYSLE BLVD AT CENTER ST,Both,Yes,Yes,No,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4379,40.352054,-79.856199,S30640,LYSLE BLVD AT COURSIN ST FS,Both,Yes,Yes,No,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4380,40.352312,-79.851199,S30660,LYSLE BLVD AT EVANS ST,Both,Yes,Yes,No,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4381,40.351229,-79.866195,S30720,LYSLE BLVD AT MARKET ST FS,Both,Yes,Yes,Yes,Bus,"55, 56, 59",MCKEESPORT,CITY,McKeesport
4382,40.351798,-79.860919,S30735,LYSLE BLVD OPP MCKEESPORT TRANSPORTATION CENT,Both,Yes,Yes,Yes,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4383,40.352045,-79.860926,S30740,LYSLE BLVD AT MCKEESPORT TRANSPORTATION CENT,Both,Yes,Yes,Yes,Bus,"55, 56, 59",MCKEESPORT,CITY,McKeesport
4384,40.351967,-79.858497,S30760,LYSLE BLVD AT SENIOR CARE PLAZA,Both,Yes,Yes,Yes,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4385,40.352407,-79.856596,S30810,LYSLE BLVD OPP COURSIN ST,Both,Yes,No,No,Bus,"55, 56, 59, 60, 61C, P7",MCKEESPORT,CITY,McKeesport
4386,40.35265,-79.85096,S30830,LYSLE BLVD OPP EVANS ST,Both,Yes,No,No,Bus,"55, 56, 59, 61C, P7",MCKEESPORT,CITY,McKeesport
4387,40.351611,-79.862824,S30840,LYSLE BLVD AT LOCUST ST FS,Both,Yes,No,No,Bus,"55, 56, 59, 60",MCKEESPORT,CITY,McKeesport
4388,40.351825,-79.863577,S30845,LYSLE BLVD AT LOCUST ST FS,Both,Yes,No,No,Bus,"55, 56, 59, 60",MCKEESPORT,CITY,McKeesport
4389,40.35143,-79.864017,S30890,LYSLE BLVD AT WALNUT ST FS,Both,Yes,No,No,Bus,"55, 56, 59, 60",MCKEESPORT,CITY,McKeesport
4390,40.384326,-79.903678,S31090,MAIN ST AT BOTSFORD ST,Inbound,No,Yes,No,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4391,40.381659,-79.906005,S31130,MAIN ST AT CAMBRIA ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4392,40.382953,-79.904397,S31140,MAIN ST AT CAROLINE AVE,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4393,40.393176,-79.900136,S31210,MAIN ST AT E EDNA ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4394,40.393286,-79.900285,S31220,MAIN ST AT W EDNA ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4395,40.391494,-79.900449,S31230,MAIN ST AT E JAMES ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4396,40.378301,-79.908076,S31240,MAIN ST AT ELIZABETH ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4397,40.385264,-79.903402,S31260,MAIN ST AT EMERSON AVE,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4398,40.380637,-79.906508,S31280,MAIN ST AT FULTON ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4399,40.383321,-79.904476,S31300,MAIN ST AT GRACE ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4400,40.395354,-79.899523,S31340,MAIN ST AT HOMESTEAD DUQUESNE RD,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4401,40.392329,-79.900225,S31370,MAIN ST AT LEA ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4402,40.392339,-79.900325,S31380,MAIN ST AT MARHAM RD,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4403,40.379356,-79.907264,S31390,MAIN ST AT LESLIE ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4404,40.387759,-79.901839,S31460,MAIN ST AT MARION ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4405,40.388071,-79.90187,S31470,MAIN ST AT MARION ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4406,40.387072,-79.90225,S31480,MAIN ST AT MILLER AVE,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4407,40.387365,-79.90229,S31490,MAIN ST AT MILLER AVE,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4408,40.378535,-79.908098,S31500,MAIN ST AT N LEHIGH AVE,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4409,40.389548,-79.900898,S31555,MAIN ST AT E OLIVER RD,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4410,40.385699,-79.902959,S31580,MAIN ST AT VIRGINIA AVE,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4411,40.38595,-79.903025,S31590,MAIN ST AT VIRGINIA AVE,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4412,40.377245,-79.909099,S31610,MAIN ST AT WEST RUN RD (BRIERLY LANE),Outbound,Yes,Yes,Yes,Bus,"53, 53L",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4413,40.380851,-79.906607,S31650,MAIN ST AT W LEHIGH AVE,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4414,40.389989,-79.900958,S31660,MAIN ST AT W OLIVER RD FS,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4415,40.390885,-79.900677,S31690,MAIN ST AT WOODLAWN AVE,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4416,40.384556,-79.903753,S31700,MAIN ST OPP BOTSFORD ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4417,40.39172,-79.900451,S31730,MAIN ST AT W JAMES ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4418,40.39557,-79.899693,S31750,MAIN ST OPP HOMESTEAD-DUQUESNE RD,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4419,40.379603,-79.90727,S31770,MAIN ST OPP LESLIE ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4420,40.381695,-79.905333,S31790,MAIN ST OPP #4117,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
4421,40.364511,-79.964595,S32090,MAPLE DR AT SKYLINE DR,Inbound,Yes,Yes,Yes,Bus,Y49,WHITEHALL,BOROUGH,Whitehall Borough
4422,40.396186,-79.881012,S32150,MAPLE ST AT ELIZA ST,Inbound,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4423,40.396302,-79.881156,S32220,MAPLE ST OPP KENNETT ST,Outbound,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4424,40.352112,-79.84333,S32700,MATHIAS ST AT QUARRY ST,Both,Yes,Yes,Yes,Bus,56,MCKEESPORT,CITY,McKeesport
4425,40.343726,-79.99737,S32920,BLOSSOM DR AT MCANULTY RD,Outbound,Yes,Yes,Yes,Bus,Y45,BALDWIN,BOROUGH,Baldwin Borough
4426,40.347395,-79.838561,S33070,MCCLEARY ST AT #914,Outbound,Yes,Yes,Yes,Bus,60,MCKEESPORT,CITY,McKeesport
4427,40.34521,-79.83872,S33080,MCCLEARY ST AT VERSAILLES AVE,Outbound,Yes,Yes,Yes,Bus,60,MCKEESPORT,CITY,McKeesport
4428,40.346232,-79.838628,S33110,MCCLEARY ST OPP FORD ST,Outbound,Yes,Yes,Yes,Bus,60,MCKEESPORT,CITY,McKeesport
4429,40.348067,-79.838559,S33120,MCCLEARY ST OPP IDAHO ST,Outbound,Yes,Yes,Yes,Bus,60,MCKEESPORT,CITY,McKeesport
4430,40.408105,-79.906963,S33235,MCCLURE ST AT 9TH AVE,Outbound,Yes,Yes,Yes,Bus,53,HOMESTEAD,BOROUGH,Homestead Borough
4431,40.352264,-79.860522,S33262,MCKEESPORT TRANSPORTATION CENT AT BAY #2,Both,Yes,Yes,Yes,Bus,"61C, P7",MCKEESPORT,CITY,McKeesport
4432,40.410031,-79.994627,S33270,MCKINLEY ST AT ALICE ST,Both,Yes,Yes,Yes,Bus,54,KNOXVILLE,HOOD,Knoxville Neighborhood
4433,40.408807,-79.991308,S33280,MCKINLEY ST AT BROWNSVILLE RD FS,Both,Yes,Yes,Yes,Bus,54,KNOXVILLE,HOOD,Knoxville Neighborhood
4434,40.408744,-79.991346,S33290,MCKINLEY ST AT BROWNSVILLE RD,Both,Yes,Yes,Yes,Bus,54,KNOXVILLE,HOOD,Knoxville Neighborhood
4435,40.409288,-79.994027,S33300,MCKINLEY ST AT GROGAN AVE,Both,Yes,Yes,Yes,Bus,54,KNOXVILLE,HOOD,Knoxville Neighborhood
4436,40.409233,-79.993715,S33320,MCKINLEY ST OPP GROGAN AVE,Both,Yes,Yes,Yes,Bus,54,KNOXVILLE,HOOD,Knoxville Neighborhood
4437,40.362905,-79.858945,S33650,MELLON ST AT HIGHLAND AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4438,40.364831,-79.859235,S33660,MELLON ST AT MAINE AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4439,40.362199,-79.858909,S33675,MELLON ST AT PENNSYLVANIA AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4440,40.365535,-79.859227,S33680,MELLON ST AT TEXAS AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4441,40.363964,-79.859102,S33690,MELLON ST AT VERMONT AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4442,40.362924,-79.858845,S33710,MELLON ST OPP HIGHLAND AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4443,40.364742,-79.85912,S33720,MELLON ST OPP MAINE AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4444,40.363904,-79.858995,S33730,MELLON ST OPP VERMONT AVE,Both,Yes,Yes,Yes,Bus,"52L, 59",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4445,40.397117,-79.882561,S33880,MIDWAY DR AT #19,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4446,40.398107,-79.884553,S33900,MIDWAY DR AT #1F,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4447,40.397663,-79.883239,S33960,MIDWAY DR AT #4A,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4448,40.397601,-79.88077,S34000,MIDWAY DR AT #24,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4449,40.397968,-79.884488,S34010,MIDWAY DR AT WHITAKER ST FS,Both,Yes,Yes,Yes,Bus,59,WEST MIFFLIN,BOROUGH,West Mifflin Borough
4450,40.371109,-79.914943,S34060,MIFFLIN RD OPP #1236,Inbound,Yes,Yes,Yes,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4451,40.372056,-79.916845,S34070,MIFFLIN RD AT GLENHURST RD,Inbound,Yes,Yes,Yes,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4452,40.382797,-79.929768,S34080,MIFFLIN RD AT HAYS SCHOOL,Outbound,Yes,Yes,Yes,Bus,56,HAYS,HOOD,Hays Neighborhood
4453,40.369954,-79.913397,S34110,MIFFLIN RD AT INTERBORO AVE FS,Inbound,Yes,Yes,Yes,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4454,40.369223,-79.910306,S34150,MIFFLIN RD AT MCBRIDE AVE NS,Inbound,Yes,No,No,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4455,40.366802,-79.909993,S34160,MIFFLIN RD AT MOHRBACH ST FS,Outbound,Yes,No,No,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4456,40.366872,-79.909826,S34170,MIFFLIN RD AT MOHRBACH ST FS,Inbound,Yes,No,No,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4457,40.379455,-79.925387,S34180,MIFFLIN RD AT LEBANON RD FS,Outbound,Yes,No,No,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4458,40.364642,-79.908137,S34190,BUTTERMILK HOLLOW RD AT NAUGLE ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4459,40.368192,-79.910328,S34220,MIFFLIN RD AT #5419,Inbound,Yes,Yes,Yes,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4460,40.381336,-79.927583,S34270,MIFFLIN RD AT SLATE ST,Inbound,Yes,Yes,Yes,Bus,56,HAYS,HOOD,Hays Neighborhood
4461,40.3814,-79.927994,S34280,MIFFLIN RD AT #669,Outbound,Yes,Yes,Yes,Bus,56,HAYS,HOOD,Hays Neighborhood
4462,40.360878,-79.907602,S34290,BUTTERMILK HOLLOW RD AT THOMPSON RUN RD FS,Inbound,Yes,Yes,Yes,Bus,"53, 53L, 56",WEST MIFFLIN,BOROUGH,West Mifflin Borough
4463,40.371055,-79.915153,S34300,MIFFLIN RD AT #1236,Outbound,Yes,No,No,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4464,40.372022,-79.91709,S34305,MIFFLIN RD OPP GLENHURST RD,Outbound,Yes,Yes,Yes,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4465,40.382999,-79.929832,S34310,MIFFLIN RD AT #605,Inbound,Yes,No,No,Bus,56,HAYS,HOOD,Hays Neighborhood
4466,40.369692,-79.913094,S34320,MIFFLIN RD OPP INTERBORO AVE,Outbound,Yes,No,No,Bus,56,LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4467,40.37973,-79.925522,S34330,MIFFLIN RD OPP LEBANON RD FS,Inbound,Yes,No,No,Bus,56,HAYS,HOOD,Hays Neighborhood
4468,40.369331,-79.910865,S34340,MIFFLIN RD OPP MCBRIDE AVE,Outbound,Yes,No,No,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4469,40.364836,-79.908478,S34360,BUTTERMILK HOLLOW RD OPP NAUGLE ST,Outbound,Yes,No,No,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4470,40.368218,-79.910484,S34400,MIFFLIN RD OPP #5419,Outbound,Yes,Yes,Yes,Bus,"53, 53L, 56",LINCOLN PLACE,HOOD,Lincoln Place Neighborhood
4471,40.40786,-79.89185,S34965,8TH AVE OPP HILLTOP ST,Inbound,Yes,Yes,Yes,Bus,61C,MUNHALL,BOROUGH,Munhall Borough
4472,40.4935,-79.995075,N36970,MT TROY RD OPP GEYER RD,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4473,40.493443,-79.994726,N36980,MT TROY RD AT GEYER RD,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4474,40.470752,-79.982327,N36990,MT TROY RD AT HIGHLAND AVE,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4475,40.490667,-79.992184,N37000,MT TROY RD OPP HOFFMAN RD,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4476,40.490608,-79.991934,N37010,MT TROY RD AT HOFFMAN RD,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4477,40.472153,-79.982751,N37020,MT TROY RD AT HOMESTEAD AVE,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
