,index,dist_origin,Pittsburgh Chateau Area,Pittsburgh Lower North Side,Pittsburgh Upper North Side,Allegheny County Northwest,Allegheny County North (remainder),Hazelwood,Squirrel Hill,Oakland,South Side,Shadyside,Waterfront (West Homestead Homestead Munhall(part)),Downtown,East Liberty,Strip District,Pittsburgh East (remainder),Hays Lincoln Place,Verona Oakmont Penn Hills,Plum Borough,Monroeville Pitcairn Turtle Creek,Wilkinsburg Wilkins Braddock and vicinity,Wilmerding Wall North Versailles,McKeesport White Oak,Lincoln Liberty Port Vue,Elizabeth Forward South Versailles,Munhall Whitaker Duquesne,Baldwin Brentwood Whitehall West Mifflin,Allegheny County Southeast (remainder),Allegheny County West,Armstrong County East,Armstrong County West,Beaver County South,Beaver County North,Butler County,Fayette County,Greene County,Indiana County,Lawrence County,Washington County,Westmoreland County,Midtown/Uptown,Highland Park,Homewood/Lincoln-Lemington,Pittsburgh Southwest (remainder),Allegheny County Southcentral
10,11,Waterfront (West Homestead Homestead Munhall(part)),198,260.0,100.0,66.0,486.0,505.0,1141.0,2393.0,852.0,417.0,8543.0,1703.0,285.0,118.0,493.0,225.0,301.0,26.0,612.0,2061.0,302.0,367.0,78.0,26.0,1800.0,1451.0,141.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,119.0,277.0,55.0,339.0,882.0,750.0
11,12,Downtown,1188,2017.0,817.0,567.0,3210.0,229.0,608.0,3658.0,2019.0,580.0,409.0,10445.0,394.0,1085.0,1989.0,48.0,228.0,40.0,245.0,632.0,54.0,87.0,27.0,18.0,155.0,877.0,90.0,2594.0,0.0,0.0,10.0,16.0,42.0,0.0,0.0,0.0,0.0,165.0,94.0,1543.0,106.0,365.0,3583.0,2999.0
12,13,East Liberty,206,384.0,189.0,72.0,2508.0,113.0,969.0,3487.0,344.0,1508.0,278.0,1609.0,2373.0,312.0,2653.0,18.0,617.0,36.0,353.0,1039.0,75.0,32.0,7.0,2.0,95.0,132.0,11.0,300.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,60.0,302.0,492.0,1390.0,428.0,371.0
13,14,Strip District,185,369.0,182.0,89.0,654.0,30.0,90.0,673.0,256.0,135.0,50.0,1525.0,111.0,386.0,616.0,6.0,46.0,5.0,30.0,87.0,7.0,11.0,2.0,3.0,14.0,114.0,8.0,368.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,16.0,17.0,231.0,28.0,86.0,455.0,380.0
14,15,Pittsburgh East (remainder),1597,3117.0,1449.0,529.0,11035.0,399.0,2317.0,19695.0,2144.0,4656.0,680.0,13608.0,4268.0,2439.0,18280.0,36.0,1112.0,63.0,687.0,1998.0,129.0,55.0,11.0,8.0,202.0,610.0,33.0,3204.0,0.0,1.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,40.0,100.0,2530.0,1115.0,2687.0,2892.0,2694.0
15,16,Hays Lincoln Place,112,152.0,52.0,29.0,181.0,428.0,344.0,1465.0,712.0,133.0,1643.0,1240.0,94.0,76.0,220.0,570.0,54.0,3.0,119.0,366.0,76.0,264.0,90.0,15.0,1010.0,2238.0,194.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,234.0,15.0,85.0,678.0,642.0
16,17,Verona Oakmont Penn Hills,480,797.0,342.0,83.0,16243.0,349.0,2018.0,8212.0,1187.0,2000.0,869.0,4931.0,2879.0,477.0,3352.0,38.0,63116.0,3993.0,15967.0,13834.0,1107.0,379.0,37.0,15.0,435.0,206.0,27.0,680.0,16.0,11.0,0.0,0.0,54.0,0.0,0.0,4.0,0.0,1.0,1850.0,687.0,531.0,5720.0,836.0,573.0
17,18,Plum Borough,89,130.0,44.0,5.0,5224.0,94.0,394.0,1617.0,264.0,316.0,137.0,1746.0,459.0,88.0,617.0,4.0,8713.0,30880.0,20328.0,2416.0,380.0,113.0,10.0,8.0,66.0,19.0,2.0,220.0,39.0,5.0,0.0,0.0,31.0,0.0,0.0,6.0,0.0,0.0,7530.0,199.0,80.0,883.0,112.0,35.0
18,19,Monroeville Pitcairn Turtle Creek,248,317.0,109.0,49.0,1683.0,205.0,790.0,3040.0,719.0,538.0,867.0,3243.0,571.0,148.0,775.0,38.0,5496.0,2671.0,87019.0,9741.0,4483.0,1381.0,117.0,101.0,591.0,304.0,97.0,525.0,22.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,9.0,5715.0,374.0,94.0,938.0,493.0,325.0
19,20,Wilkinsburg Wilkins Braddock and vicinity,1085,1398.0,532.0,273.0,5017.0,1020.0,5768.0,15006.0,3377.0,3542.0,5690.0,10135.0,3500.0,718.0,4475.0,181.0,10285.0,515.0,16846.0,42025.0,4418.0,1608.0,157.0,69.0,2718.0,1292.0,153.0,1593.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,1386.0,1600.0,542.0,6303.0,2445.0,1993.0
20,21,Wilmerding Wall North Versailles,107,137.0,49.0,20.0,349.0,123.0,447.0,1709.0,371.0,326.0,1031.0,1533.0,348.0,77.0,469.0,57.0,1393.0,152.0,11306.0,6359.0,12017.0,4116.0,289.0,165.0,1307.0,793.0,214.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2912.0,189.0,55.0,522.0,225.0,155.0
21,22,McKeesport White Oak,109,135.0,34.0,4.0,182.0,399.0,601.0,1623.0,713.0,288.0,2177.0,1973.0,296.0,75.0,393.0,265.0,962.0,94.0,6635.0,4572.0,8069.0,28645.0,2337.0,1413.0,4854.0,4423.0,1266.0,231.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,168.0,5001.0,282.0,40.0,461.0,481.0,540.0
22,23,Lincoln Liberty Port Vue,50,73.0,21.0,4.0,22.0,331.0,289.0,1416.0,613.0,108.0,1025.0,1261.0,66.0,49.0,168.0,236.0,195.0,14.0,1210.0,1140.0,1341.0,6550.0,6224.0,1072.0,2082.0,4503.0,2854.0,101.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,270.0,767.0,257.0,11.0,124.0,403.0,554.0
23,24,Elizabeth Forward South Versailles,1,4.0,2.0,0.0,1.0,240.0,166.0,107.0,118.0,38.0,577.0,41.0,43.0,2.0,25.0,120.0,178.0,28.0,1704.0,1032.0,1604.0,7157.0,2048.0,19923.0,1179.0,4638.0,4217.0,141.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,2546.0,5507.0,18.0,5.0,105.0,231.0,571.0
24,25,Munhall Whitaker Duquesne,469,581.0,197.0,67.0,655.0,1078.0,1888.0,5961.0,1852.0,746.0,10697.0,4770.0,603.0,257.0,1049.0,876.0,711.0,41.0,2268.0,5645.0,2061.0,4542.0,730.0,168.0,18463.0,9073.0,1299.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,554.0,746.0,96.0,789.0,1814.0,2029.0
25,26,Baldwin Brentwood Whitehall West Mifflin,1327,1830.0,656.0,326.0,2064.0,1556.0,1273.0,8491.0,4831.0,641.0,4616.0,13338.0,475.0,865.0,1730.0,949.0,207.0,5.0,383.0,1401.0,512.0,1701.0,647.0,340.0,3277.0,76492.0,6623.0,5627.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1654.0,255.0,2034.0,90.0,419.0,13780.0,27341.0
26,27,Allegheny County Southeast (remainder),145,168.0,49.0,17.0,57.0,374.0,293.0,967.0,741.0,99.0,1026.0,2191.0,69.0,82.0,186.0,233.0,55.0,2.0,286.0,518.0,465.0,1681.0,1538.0,1327.0,1591.0,19584.0,39180.0,1393.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5413.0,541.0,326.0,9.0,88.0,1647.0,13720.0
27,28,Allegheny County West,3543,2842.0,1445.0,11777.0,6647.0,153.0,434.0,3685.0,1595.0,293.0,301.0,12414.0,212.0,718.0,1282.0,28.0,131.0,9.0,149.0,429.0,36.0,29.0,15.0,6.0,116.0,945.0,183.0,343423.0,0.0,0.0,3434.0,1942.0,354.0,0.0,0.0,0.0,0.0,12080.0,9.0,1180.0,59.0,240.0,12503.0,27634.0
28,29,Armstrong County East,0,0.0,0.0,0.0,4308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,880.0,1036.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,92599.0,12431.0,0.0,0.0,1995.0,0.0,0.0,11156.0,0.0,0.0,15014.0,0.0,1.0,10.0,0.0,0.0
29,30,Armstrong County West,0,1.0,0.0,0.0,5408.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,26.0,0.0,188.0,30.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7411.0,38561.0,0.0,0.0,9761.0,0.0,0.0,46.0,0.0,0.0,872.0,0.0,8.0,87.0,0.0,0.0
30,31,Beaver County South,80,26.0,30.0,5379.0,1316.0,0.0,2.0,2.0,1.0,1.0,0.0,54.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43601.0,0.0,0.0,82007.0,19827.0,1982.0,0.0,0.0,0.0,68.0,2310.0,0.0,5.0,0.0,0.0,128.0,263.0
31,32,Beaver County North,199,188.0,118.0,10652.0,13934.0,0.0,1.0,6.0,11.0,2.0,0.0,642.0,0.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17896.0,0.0,0.0,34163.0,233805.0,29843.0,0.0,0.0,0.0,8533.0,138.0,0.0,49.0,0.0,1.0,126.0,116.0
32,33,Butler County,109,174.0,159.0,1077.0,41786.0,0.0,5.0,9.0,6.0,19.0,0.0,266.0,59.0,40.0,205.0,0.0,373.0,50.0,103.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.0,371.0,1808.0,309.0,3649.0,549469.0,0.0,0.0,1.0,3121.0,0.0,963.0,30.0,28.0,170.0,30.0,16.0
33,34,Fayette County,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,111.0,52.0,312.0,7.0,176.0,296.0,20.0,0.0,0.0,0.0,0.0,0.0,328477.0,3376.0,0.0,0.0,9848.0,36192.0,0.0,0.0,0.0,0.0,35.0
34,35,Greene County,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3251.0,100421.0,0.0,0.0,2919.0,22.0,0.0,0.0,0.0,0.0,0.0
35,36,Indiana County,0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,72.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,894.0,36.0,0.0,0.0,1.0,0.0,0.0,246182.0,0.0,0.0,6271.0,0.0,0.0,0.0,0.0,0.0
36,37,Lawrence County,0,0.0,0.0,3.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,606.0,15829.0,9694.0,0.0,0.0,0.0,236382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38,Washington County,146,154.0,45.0,191.0,66.0,85.0,47.0,107.0,168.0,10.0,193.0,1135.0,7.0,49.0,67.0,67.0,2.0,0.0,42.0,59.0,134.0,682.0,443.0,1981.0,376.0,4969.0,7973.0,29229.0,0.0,0.0,222.0,46.0,0.0,8518.0,2929.0,0.0,0.0,551210.0,14079.0,97.0,4.0,8.0,1422.0,20921.0
38,39,Westmoreland County,67,131.0,64.0,5.0,39099.0,216.0,1002.0,1396.0,311.0,647.0,942.0,1519.0,951.0,119.0,1210.0,81.0,9426.0,9770.0,40480.0,7445.0,7959.0,7347.0,814.0,2849.0,1497.0,2262.0,1842.0,662.0,5611.0,550.0,0.0,0.0,1996.0,7576.0,6.0,7183.0,0.0,12976.0,953523.0,226.0,167.0,2007.0,148.0,271.0
39,40,Midtown/Uptown,271,453.0,190.0,114.0,865.0,101.0,221.0,2005.0,693.0,201.0,116.0,3092.0,120.0,280.0,648.0,12.0,55.0,5.0,75.0,181.0,13.0,18.0,11.0,4.0,45.0,208.0,15.0,623.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,24.0,17.0,972.0,30.0,112.0,808.0,664.0
40,41,Highland Park,251,488.0,223.0,69.0,4717.0,101.0,824.0,3758.0,305.0,1347.0,218.0,2199.0,2317.0,374.0,3290.0,9.0,547.0,26.0,270.0,789.0,45.0,13.0,0.0,2.0,62.0,94.0,3.0,335.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,33.0,362.0,1286.0,1428.0,416.0,389.0
41,42,Homewood/Lincoln-Lemington,378,652.0,295.0,114.0,7046.0,319.0,2751.0,8562.0,901.0,2784.0,767.0,3146.0,3451.0,475.0,3758.0,34.0,3194.0,140.0,1627.0,5538.0,285.0,138.0,15.0,6.0,320.0,279.0,22.0,567.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,215.0,605.0,554.0,7603.0,747.0,611.0
42,43,Pittsburgh Southwest (remainder),5821,6376.0,2243.0,2487.0,8022.0,883.0,1451.0,14093.0,10454.0,1080.0,2111.0,34936.0,755.0,2507.0,4322.0,308.0,359.0,33.0,379.0,1435.0,88.0,188.0,75.0,24.0,610.0,11088.0,599.0,38261.0,0.0,0.0,27.0,15.0,26.0,0.0,0.0,0.0,0.0,1071.0,66.0,5122.0,154.0,721.0,44028.0,42113.0
43,44,Allegheny County Southcentral,3508,4074.0,1362.0,1277.0,4272.0,516.0,845.0,7839.0,4274.0,644.0,1279.0,23949.0,468.0,1480.0,2545.0,208.0,188.0,19.0,200.0,839.0,91.0,276.0,108.0,80.0,616.0,16810.0,6123.0,65648.0,0.0,0.0,42.0,24.0,12.0,1.0,0.0,0.0,0.0,24032.0,69.0,2745.0,100.0,427.0,22830.0,225841.0
