Pittsburgh Chateau Area,Pittsburgh Lower North Side,Pittsburgh Upper North Side,Allegheny County Northwest,Allegheny County North (remainder),Hazelwood,Squirrel Hill,Oakland,South Side,Shadyside,Waterfront (West Homestead Homestead Munhall(part)),Downtown,East Liberty,Strip District,Pittsburgh East (remainder),Hays Lincoln Place,Verona Oakmont Penn Hills,Plum Borough,Monroeville Pitcairn Turtle Creek,Wilkinsburg Wilkins Braddock and vicinity,Wilmerding Wall North Versailles,McKeesport White Oak,Lincoln Liberty Port Vue,Elizabeth Forward South Versailles,Munhall Whitaker Duquesne,Baldwin Brentwood Whitehall West Mifflin,Allegheny County Southeast (remainder),Allegheny County West,Armstrong County East,Armstrong County West,Beaver County South,Beaver County North,Butler County,Fayette County,Greene County,Indiana County,Lawrence County,Washington County,Westmoreland County,Midtown/Uptown,Highland Park,Homewood/Lincoln-Lemington,Pittsburgh Southwest (remainder),Allegheny County Southcentral
11,21.0,14.0,123.0,3068.0,0.0,2.0,5.0,3.0,4.0,0.0,30.0,6.0,3.0,17.0,0.0,33.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,109.0,358.0,132.0,1142.0,63409.0,0.0,0.0,0.0,459.0,0.0,181.0,2.0,3.0,11.0,12.0,9.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,22.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,35487.0,129.0,0.0,0.0,912.0,1727.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,10857.0,0.0,0.0,305.0,5.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,6.0,0.0,0.0,0.0,0.0,0.0,28297.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1448.0,514.0,0.0,0.0,0.0,24211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,41.0,14.0,39.0,38.0,6.0,18.0,68.0,56.0,7.0,36.0,151.0,6.0,16.0,29.0,6.0,1.0,0.0,7.0,13.0,14.0,69.0,45.0,257.0,39.0,441.0,637.0,2008.0,0.0,0.0,58.0,17.0,0.0,777.0,152.0,0.0,0.0,67595.0,1634.0,19.0,3.0,4.0,235.0,2520.0
14,22.0,12.0,3.0,2366.0,15.0,67.0,134.0,55.0,38.0,82.0,85.0,47.0,15.0,74.0,10.0,589.0,821.0,2051.0,448.0,640.0,787.0,102.0,416.0,147.0,187.0,148.0,6.0,929.0,80.0,0.0,0.0,152.0,1372.0,2.0,523.0,0.0,1513.0,115554.0,7.0,12.0,100.0,45.0,43.0
79,132.0,76.0,45.0,305.0,40.0,97.0,512.0,287.0,82.0,52.0,780.0,48.0,86.0,234.0,8.0,30.0,3.0,31.0,80.0,7.0,11.0,6.0,2.0,22.0,97.0,10.0,164.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,18.0,10.0,259.0,12.0,51.0,335.0,226.0
11,22.0,15.0,5.0,227.0,7.0,60.0,118.0,23.0,89.0,19.0,52.0,130.0,15.0,176.0,1.0,49.0,4.0,21.0,63.0,6.0,4.0,0.0,1.0,9.0,9.0,2.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,14.0,91.0,96.0,33.0,26.0
41,81.0,48.0,27.0,1460.0,34.0,326.0,503.0,121.0,322.0,103.0,203.0,373.0,46.0,427.0,9.0,436.0,35.0,181.0,594.0,50.0,34.0,8.0,4.0,63.0,62.0,10.0,94.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,95.0,50.0,89.0,1323.0,131.0,97.0
495,550.0,277.0,300.0,1060.0,102.0,260.0,1129.0,1183.0,181.0,289.0,2090.0,123.0,242.0,559.0,53.0,89.0,25.0,108.0,252.0,31.0,63.0,19.0,10.0,108.0,1322.0,115.0,2420.0,0.0,0.0,17.0,8.0,17.0,0.0,0.0,0.0,0.0,198.0,41.0,358.0,39.0,121.0,5076.0,3352.0
386,468.0,231.0,245.0,949.0,75.0,193.0,930.0,735.0,153.0,253.0,1753.0,102.0,197.0,432.0,48.0,88.0,11.0,115.0,242.0,43.0,102.0,44.0,35.0,154.0,2699.0,898.0,5345.0,0.0,0.0,27.0,15.0,5.0,1.0,0.0,0.0,0.0,2408.0,42.0,282.0,28.0,113.0,3813.0,25204.0
